,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
169,,0,31,,394,,2016-01-26 06:16:01 PM,40.72521311,,-73.97768752,,E 9 St & Avenue C,,E 9 St & Avenue C,3,Not In Service,False,32
170,,0,4,,395,,2016-01-26 06:17:09 PM,40.68807003,,-73.98410637,,Bond St & Schermerhorn St,,Bond St & Schermerhorn St,3,Not In Service,False,30
171,,0,21,,396,,2016-01-26 06:14:48 PM,40.680342423,,-73.9557689392,,Lefferts Pl & Franklin Ave,,Lefferts Pl & Franklin Ave,3,Not In Service,False,25
172,,0,22,,397,,2016-01-26 06:15:20 PM,40.68415748,,-73.96922273,,Fulton St & Clermont Ave,,Fulton St & Clermont Ave,3,Not In Service,False,27
173,,0,13,,398,,2016-01-26 06:16:21 PM,40.69165183,,-73.9999786,,Atlantic Ave & Furman St,,Atlantic Ave & Furman St,3,Not In Service,False,31
174,,0,16,,399,,2016-01-26 06:16:06 PM,40.68851534,,-73.9647628,,Lafayette Ave & St James Pl,,Lafayette Ave & St James Pl,3,Not In Service,False,27
175,,0,2,,400,,2016-01-26 06:16:55 PM,40.71926081,,-73.98178024,,Pitt St & Stanton St,,Pitt St & Stanton St,3,Not In Service,False,15
176,,0,41,,401,,2016-01-26 06:16:35 PM,40.72019576,,-73.98997825,,Allen St & Rivington St,,Allen St & Rivington St,3,Not In Service,False,42
177,,0,20,,402,,2016-01-26 06:18:29 PM,40.7403432,,-73.98955109,,Broadway & E 22 St,,Broadway & E 22 St,3,Not In Service,False,42
178,,0,29,,403,,2016-01-26 06:18:33 PM,40.72502876,,-73.99069656,,E 2 St & 2 Ave,,E 2 St & 2 Ave,3,Not In Service,False,31
179,,0,27,,405,,2016-01-26 06:15:38 PM,40.739323,,-74.008119,,Washington St & Gansevoort St,,Washington St & Gansevoort St,3,Not In Service,False,40
180,,0,3,,406,,2016-01-26 06:15:38 PM,40.69512845,,-73.99595065,,Hicks St & Montague St,,Hicks St & Montague St,3,Not In Service,False,34
181,,0,30,,407,,2016-01-26 06:17:33 PM,40.700469,,-73.991454,,Henry St & Poplar St,,Henry St & Poplar St,3,Not In Service,False,37
182,,0,11,,408,,2016-01-26 06:15:29 PM,40.71076228,,-73.99400398,,Market St & Cherry St,,Market St & Cherry St,3,Not In Service,False,23
183,,0,16,,409,,2016-01-26 06:16:29 PM,40.6906495,,-73.95643107,,DeKalb Ave & Skillman St,,DeKalb Ave & Skillman St,3,Not In Service,False,19
184,,0,32,,410,,2016-01-26 06:14:59 PM,40.72066442,,-73.98517977,,Suffolk St & Stanton St,,Suffolk St & Stanton St,3,Not In Service,False,35
185,,0,13,,411,,2016-01-26 06:17:31 PM,40.72228087,,-73.97668709,,E 6 St & Avenue D,,E 6 St & Avenue D,3,Not In Service,False,23
186,,0,27,,412,,2016-01-26 06:16:27 PM,40.7158155,,-73.99422366,,Forsyth St & Canal St,,Forsyth St & Canal St,3,Not In Service,False,29
187,,0,16,,414,,2016-01-26 06:15:21 PM,40.70281858,,-73.98765762,,Pearl St & Anchorage Pl,,Pearl St & Anchorage Pl,3,Not In Service,False,24
188,,0,22,,415,,2016-01-26 06:15:39 PM,40.7047177,,-74.00926027,,Pearl St & Hanover Square,,Pearl St & Hanover Square,3,Not In Service,False,42
189,,0,28,,416,,2016-01-26 06:15:33 PM,40.68753406,,-73.97265183,,Cumberland St & Lafayette Ave,,Cumberland St & Lafayette Ave,3,Not In Service,False,31
190,,0,23,,417,,2016-01-26 06:15:48 PM,40.71291224,,-74.01020234,,Barclay St & Church St,,Barclay St & Church St,3,Not In Service,False,23
191,,0,8,,418,,2016-01-26 06:15:03 PM,40.70224,,-73.982578,,Front St & Gold St,,Front St & Gold St,3,Not In Service,False,23
192,,0,22,,419,,2016-01-26 06:15:42 PM,40.69580705,,-73.97355569,,Carlton Ave & Park Ave,,Carlton Ave & Park Ave,3,Not In Service,False,23
193,,0,19,,420,,2016-01-26 06:16:05 PM,40.68764484,,-73.96968902,,Clermont Ave & Lafayette Ave,,Clermont Ave & Lafayette Ave,3,Not In Service,False,23
194,,0,7,,421,,2016-01-26 06:16:45 PM,40.69573398,,-73.97129668,,Clermont Ave & Park Ave,,Clermont Ave & Park Ave,3,Not In Service,False,19
195,,0,52,,422,,2016-01-26 06:17:15 PM,40.770513,,-73.988038,,W 59 St & 10 Ave,,W 59 St & 10 Ave,3,Not In Service,False,55
196,,0,3,,423,,2015-12-14 11:04:17 AM,40.76584941,,-73.98690506,,W 54 St & 9 Ave,,W 54 St & 9 Ave,3,Not In Service,False,3
197,,0,23,,426,,2016-01-26 06:15:38 PM,40.71754834,,-74.01322069,,West St & Chambers St,,West St & Chambers St,3,Not In Service,False,31
198,,0,47,,427,,2016-01-26 06:17:07 PM,40.701907,,-74.013942,,Bus Slip & State St,,Bus Slip & State St,3,Not In Service,False,47
199,,0,6,,428,,2016-01-26 06:16:13 PM,40.72467721,,-73.98783413,,E 3 St & 1 Ave,,E 3 St & 1 Ave,3,Not In Service,False,31
200,,0,12,,430,,2016-01-26 06:18:33 PM,40.7014851,,-73.98656928,,York St & Jay St,,York St & Jay St,3,Not In Service,False,27
201,,0,30,,432,,2016-01-26 06:16:12 PM,40.72621788,,-73.98379855,,E 7 St & Avenue A,,E 7 St & Avenue A,3,Not In Service,False,31
202,,0,38,,433,,2016-01-26 06:16:55 PM,40.72955361,,-73.98057249,,E 13 St & Avenue A,,E 13 St & Avenue A,3,Not In Service,False,39
203,,0,10,,434,,2016-01-26 06:15:01 PM,40.74317449,,-74.00366443,,9 Ave & W 18 St,,9 Ave & W 18 St,3,Not In Service,False,27
204,,0,36,,435,,2016-01-26 06:17:44 PM,40.74173969,,-73.99415556,,W 21 St & 6 Ave,,W 21 St & 6 Ave,3,Not In Service,False,47
205,,0,20,,436,,2016-01-26 06:18:14 PM,40.68216564,,-73.95399026,,Hancock St & Bedford Ave,,Hancock St & Bedford Ave,3,Not In Service,False,27
206,,0,23,,437,,2016-01-26 06:17:25 PM,40.6809833854,,-73.9500479759,,Macon St & Nostrand Ave,,Macon St & Nostrand Ave,3,Not In Service,False,24
207,,0,3,,438,,2016-01-26 06:16:47 PM,40.72779126,,-73.98564945,,St Marks Pl & 1 Ave,,St Marks Pl & 1 Ave,3,Not In Service,False,27
208,,0,11,,439,,2016-01-26 06:17:13 PM,40.7262807,,-73.98978041,,E 4 St & 2 Ave,,E 4 St & 2 Ave,3,Not In Service,False,39
209,,0,32,,440,,2016-01-26 06:17:07 PM,40.75255434,,-73.97282625,,E 45 St & 3 Ave,,E 45 St & 3 Ave,3,Not In Service,False,32
210,,0,34,,441,,2016-01-26 06:16:06 PM,40.756014,,-73.967416,,E 52 St & 2 Ave,,E 52 St & 2 Ave,3,Not In Service,False,35
211,,0,43,,442,,2016-01-26 06:16:44 PM,40.746647,,-73.993915,,W 27 St & 7 Ave,,W 27 St & 7 Ave,3,Not In Service,False,51
212,,0,21,,443,,2016-01-26 06:15:49 PM,40.70853074,,-73.96408963,,Bedford Ave & S 9 St,,Bedford Ave & S 9 St,3,Not In Service,False,23
213,,0,36,,444,,2016-01-26 06:15:37 PM,40.7423543,,-73.98915076,,Broadway & W 24 St,,Broadway & W 24 St,3,Not In Service,False,52
214,,0,40,,445,,2016-01-26 06:18:09 PM,40.72740794,,-73.98142006,,E 10 St & Avenue A,,E 10 St & Avenue A,3,Not In Service,False,42
215,,0,28,,446,,2016-01-26 06:18:36 PM,40.74487634,,-73.99529885,,W 24 St & 7 Ave,,W 24 St & 7 Ave,3,Not In Service,False,39
216,,0,26,,447,,2016-01-26 06:17:45 PM,40.76370739,,-73.9851615,,8 Ave & W 52 St,,8 Ave & W 52 St,3,Not In Service,False,31
217,,0,24,,448,,2016-01-26 06:15:29 PM,40.75660359,,-73.9979009,,W 37 St & 10 Ave,,W 37 St & 10 Ave,3,Not In Service,False,31
218,,0,30,,449,,2016-01-26 06:15:43 PM,40.76461837,,-73.98789473,,W 52 St & 9 Ave,,W 52 St & 9 Ave,3,Not In Service,False,31
219,,0,58,,450,,2016-01-26 06:15:16 PM,40.76227205,,-73.98788205,,W 49 St & 8 Ave,,W 49 St & 8 Ave,3,Not In Service,False,59
220,,0,0,,453,,2016-01-26 06:15:04 PM,40.74475148,,-73.99915362,,W 22 St & 8 Ave,,W 22 St & 8 Ave,3,Not In Service,False,39
221,,0,30,,454,,2016-01-26 06:18:07 PM,40.75455731,,-73.96592976,,E 51 St & 1 Ave,,E 51 St & 1 Ave,3,Not In Service,False,35
222,,0,0,,455,,2016-01-26 06:15:25 PM,40.75001986,,-73.96905301,,1 Ave & E 44 St,,1 Ave & E 44 St,3,Not In Service,False,39
223,,0,34,,456,,2016-01-26 06:16:04 PM,40.7597108,,-73.97402311,,E 53 St & Madison Ave,,E 53 St & Madison Ave,3,Not In Service,False,35
224,,0,37,,457,,2016-01-26 06:16:46 PM,40.76695317,,-73.98169333,,Broadway & W 58 St,,Broadway & W 58 St,3,Not In Service,False,39
225,,0,29,,458,,2016-01-26 06:18:03 PM,40.751396,,-74.005226,,11 Ave & W 27 St,,11 Ave & W 27 St,3,Not In Service,False,31
226,,0,26,,459,,2016-01-26 06:17:09 PM,40.746745,,-74.007756,,W 20 St & 11 Ave,,W 20 St & 11 Ave,3,Not In Service,False,49
227,,0,23,,460,,2016-01-26 06:14:57 PM,40.71285887,,-73.96590294,,S 4 St & Wythe Ave,,S 4 St & Wythe Ave,3,Not In Service,False,23
228,,0,26,,461,,2016-01-26 06:16:06 PM,40.73587678,,-73.98205027,,E 20 St & 2 Ave,,E 20 St & 2 Ave,3,Not In Service,False,39
229,,0,26,,462,,2016-01-26 06:18:34 PM,40.74691959,,-74.00451887,,W 22 St & 10 Ave,,W 22 St & 10 Ave,3,Not In Service,False,47
230,,0,23,,463,,2016-01-26 06:16:18 PM,40.74206539,,-74.00443172,,9 Ave & W 16 St,,9 Ave & W 16 St,3,Not In Service,False,25
231,,0,10,,465,,2016-01-26 06:15:50 PM,40.75513557,,-73.98658032,,Broadway & W 41 St,,Broadway & W 41 St,3,Not In Service,False,39
232,,0,14,,466,,2016-01-26 06:15:16 PM,40.74395411,,-73.99144871,,W 25 St & 6 Ave,,W 25 St & 6 Ave,3,Not In Service,False,35
233,,0,0,,467,,2016-01-26 06:14:50 PM,40.68312489,,-73.97895137,,Dean St & 4 Ave,,Dean St & 4 Ave,3,Not In Service,False,34
234,,0,57,,468,,2016-01-26 06:17:32 PM,40.7652654,,-73.98192338,,Broadway & W 55 St,,Broadway & W 55 St,3,Not In Service,False,59
235,,0,56,,469,,2016-01-26 06:15:47 PM,40.76344058,,-73.98268129,,Broadway & W 53 St,,Broadway & W 53 St,3,Not In Service,False,57
236,,0,17,,470,,2016-01-26 06:18:37 PM,40.74345335,,-74.00004031,,W 20 St & 8 Ave,,W 20 St & 8 Ave,3,Not In Service,False,37
237,,0,3,,471,,2016-01-26 06:15:50 PM,40.71286844,,-73.95698119,,Grand St & Havemeyer St,,Grand St & Havemeyer St,3,Not In Service,False,31
238,,0,39,,472,,2016-01-26 06:15:47 PM,40.7457121,,-73.98194829,,E 32 St & Park Ave,,E 32 St & Park Ave,3,Not In Service,False,41
239,,0,16,,473,,2016-01-26 06:15:59 PM,40.72110063,,-73.9919254,,Rivington St & Chrystie St,,Rivington St & Chrystie St,3,Not In Service,False,38
240,,0,47,,474,,2016-01-26 06:18:17 PM,40.7451677,,-73.98683077,,5 Ave & E 29 St,,5 Ave & E 29 St,3,Not In Service,False,47
241,,0,28,,475,,2016-01-26 06:16:22 PM,40.73524276,,-73.98758561,,E 16 St & Irving Pl,,E 16 St & Irving Pl,3,Not In Service,False,37
242,,0,41,,476,,2016-01-26 06:17:18 PM,40.74394314,,-73.97966069,,E 31 St & 3 Ave,,E 31 St & 3 Ave,3,Not In Service,False,47
243,,0,1,,477,,2016-01-26 06:17:23 PM,40.75640548,,-73.9900262,,W 41 St & 8 Ave,,W 41 St & 8 Ave,3,Not In Service,False,59
244,,0,2,,478,,2016-01-26 06:16:15 PM,40.76030096,,-73.99884222,,11 Ave & W 41 St,,11 Ave & W 41 St,3,Not In Service,False,31
245,,0,7,,479,,2016-01-26 06:16:01 PM,40.76019252,,-73.9912551,,9 Ave & W 45 St,,9 Ave & W 45 St,3,Not In Service,False,31
246,,0,14,,480,,2016-01-26 06:17:56 PM,40.76669671,,-73.99061728,,W 53 St & 10 Ave,,W 53 St & 10 Ave,3,Not In Service,False,27
247,,0,17,,481,,2016-01-26 06:16:23 PM,40.71260486,,-73.96264403,,S 3 St & Bedford Ave,,S 3 St & Bedford Ave,3,Not In Service,False,25
248,,0,23,,482,,2016-01-26 06:18:10 PM,40.73935542,,-73.99931783,,W 15 St & 7 Ave,,W 15 St & 7 Ave,3,Not In Service,False,39
249,,0,25,,483,,2016-01-26 06:15:05 PM,40.73223272,,-73.98889957,,E 12 St & 3 Ave,,E 12 St & 3 Ave,3,Not In Service,False,35
250,,0,41,,484,,2016-01-26 06:18:32 PM,40.75500254,,-73.98014437,,W 44 St & 5 Ave,,W 44 St & 5 Ave,3,Not In Service,False,44
251,,0,35,,485,,2016-01-26 06:17:00 PM,40.75038009,,-73.98338988,,W 37 St & 5 Ave,,W 37 St & 5 Ave,3,Not In Service,False,39
252,,0,35,,486,,2016-01-26 06:18:14 PM,40.7462009,,-73.98855723,,Broadway & W 29 St,,Broadway & W 29 St,3,Not In Service,False,39
253,,0,32,,487,,2016-01-26 06:18:36 PM,40.73314259,,-73.97573881,,E 20 St & FDR Drive,,E 20 St & FDR Drive,3,Not In Service,False,36
254,,0,1,,488,,2016-01-26 06:18:07 PM,40.75645824,,-73.99372222,,W 39 St & 9 Ave,,W 39 St & 9 Ave,3,Not In Service,False,41
255,,0,25,,489,,2016-01-26 06:16:34 PM,40.75066386,,-74.00176802,,10 Ave & W 28 St,,10 Ave & W 28 St,3,Not In Service,False,37
256,,0,9,,490,,2016-01-26 06:17:27 PM,40.751551,,-73.993934,,8 Ave & W 33 St,,8 Ave & W 33 St,3,Not In Service,False,59
257,,0,52,,491,,2016-01-26 06:17:03 PM,40.74096374,,-73.98602213,,E 24 St & Park Ave S,,E 24 St & Park Ave S,3,Not In Service,False,53
258,,0,25,,492,,2016-01-26 06:16:25 PM,40.75019995,,-73.99093085,,W 33 St & 7 Ave,,W 33 St & 7 Ave,3,Not In Service,False,49
259,,0,28,,493,,2016-01-26 06:16:36 PM,40.7568001,,-73.98291153,,W 45 St & 6 Ave,,W 45 St & 6 Ave,3,Not In Service,False,34
260,,0,22,,494,,2016-01-26 06:17:23 PM,40.74734825,,-73.99723551,,W 26 St & 8 Ave,,W 26 St & 8 Ave,3,Not In Service,False,35
261,,0,11,,495,,2016-01-26 06:14:51 PM,40.76269882,,-73.99301222,,W 47 St & 10 Ave,,W 47 St & 10 Ave,3,Not In Service,False,25
262,,0,43,,496,,2016-01-26 06:17:25 PM,40.73726186,,-73.99238967,,E 16 St & 5 Ave,,E 16 St & 5 Ave,3,Not In Service,False,47
263,,0,29,,497,,2016-01-26 06:16:40 PM,40.73704984,,-73.99009296,,E 17 St & Broadway,,E 17 St & Broadway,3,Not In Service,False,59
264,,0,15,,498,,2016-01-26 06:18:06 PM,40.74854862,,-73.98808416,,Broadway & W 32 St,,Broadway & W 32 St,3,Not In Service,False,30
265,,0,35,,499,,2016-01-26 06:15:51 PM,40.76915505,,-73.98191841,,Broadway & W 60 St,,Broadway & W 60 St,3,Not In Service,False,36
266,,0,52,,500,,2016-01-26 06:16:28 PM,40.76228826,,-73.98336183,,Broadway & W 51 St,,Broadway & W 51 St,3,Not In Service,False,52
267,,0,3,,501,,2016-01-26 06:14:58 PM,40.744219,,-73.97121214,,FDR Drive & E 35 St,,FDR Drive & E 35 St,3,Not In Service,False,43
268,,0,29,,502,,2016-01-26 06:15:59 PM,40.714215,,-73.981346,,Henry St & Grand St,,Henry St & Grand St,3,Not In Service,False,30
269,,0,27,,503,,2016-01-26 06:15:51 PM,40.73827428,,-73.98751968,,E 20 St & Park Ave,,E 20 St & Park Ave,3,Not In Service,False,29
270,,0,45,,504,,2016-01-26 06:15:10 PM,40.73221853,,-73.98165557,,1 Ave & E 15 St,,1 Ave & E 15 St,3,Not In Service,False,45
271,,0,4,,505,,2016-01-26 06:16:05 PM,40.74901271,,-73.98848395,,6 Ave & W 33 St,,6 Ave & W 33 St,3,Not In Service,False,36
272,,0,42,,507,,2016-01-26 06:17:24 PM,40.73912601,,-73.97973776,,E 25 St & 2 Ave,,E 25 St & 2 Ave,3,Not In Service,False,47
273,,0,19,,508,,2016-01-26 06:17:31 PM,40.76341379,,-73.99667444,,W 46 St & 11 Ave,,W 46 St & 11 Ave,3,Not In Service,False,24
274,,0,1,,509,,2016-01-26 06:16:45 PM,40.7454973,,-74.00197139,,9 Ave & W 22 St,,9 Ave & W 22 St,3,Not In Service,False,36
275,,0,47,,510,,2016-01-26 06:17:42 PM,40.7606597,,-73.98042047,,W 51 St & 6 Ave,,W 51 St & 6 Ave,3,Not In Service,False,51
276,,0,33,,511,,2016-01-26 06:16:59 PM,40.72938685,,-73.97772429,,E 14 St & Avenue B,,E 14 St & Avenue B,3,Not In Service,False,33
277,,0,4,,512,,2016-01-26 06:18:22 PM,40.7500727,,-73.99839279,,W 29 St & 9 Ave,,W 29 St & 9 Ave,3,Not In Service,False,27
278,,0,27,,513,,2016-01-26 06:17:18 PM,40.768254,,-73.988639,,W 56 St & 10 Ave,,W 56 St & 10 Ave,3,Not In Service,False,27
279,,0,0,,514,,2016-01-26 06:15:34 PM,40.76087502,,-74.00277668,,12 Ave & W 40 St,,12 Ave & W 40 St,3,Not In Service,False,53
280,,0,3,,515,,2016-01-26 06:17:13 PM,40.76009437,,-73.99461843,,W 43 St & 10 Ave,,W 43 St & 10 Ave,3,Not In Service,False,35
281,,0,31,,516,,2016-01-26 06:14:45 PM,40.75206862,,-73.96784384,,E 47 St & 1 Ave,,E 47 St & 1 Ave,3,Not In Service,False,31
282,,0,56,,517,,2016-01-26 06:18:20 PM,40.751581,,-73.97791,,Pershing Square South,,Pershing Square South,3,Not In Service,False,59
283,,0,34,,518,,2016-01-26 06:15:28 PM,40.74780373,,-73.9734419,,E 39 St & 2 Ave,,E 39 St & 2 Ave,3,Not In Service,False,39
284,,0,53,,519,,2016-01-26 06:17:35 PM,40.751873,,-73.977706,,Pershing Square North,,Pershing Square North,3,Not In Service,False,61
285,,0,39,,520,,2016-01-26 06:16:08 PM,40.75992262,,-73.97648516,,W 52 St & 5 Ave,,W 52 St & 5 Ave,3,Not In Service,False,39
286,,0,1,,521,,2016-01-26 06:16:09 PM,40.7509673487,,-73.9944420755,,8 Ave & W 31 St,,8 Ave & W 31 St,3,Not In Service,False,39
287,,0,49,,522,,2016-01-26 06:17:36 PM,40.75714758,,-73.97207836,,E 51 St & Lexington Ave,,E 51 St & Lexington Ave,3,Not In Service,False,51
288,,0,12,,523,,2016-01-26 06:16:54 PM,40.75466591,,-73.99138152,,W 38 St & 8 Ave,,W 38 St & 8 Ave,3,Not In Service,False,51
289,,0,55,,524,,2016-01-26 06:17:46 PM,40.75527307,,-73.98316936,,W 43 St & 6 Ave,,W 43 St & 6 Ave,3,Not In Service,False,57
290,,0,29,,525,,2016-01-26 06:18:07 PM,40.75594159,,-74.0021163,,W 34 St & 11 Ave,,W 34 St & 11 Ave,3,Not In Service,False,39
291,,0,34,,526,,2016-01-26 06:16:27 PM,40.74765947,,-73.98490707,,E 33 St & 5 Ave,,E 33 St & 5 Ave,3,Not In Service,False,39
292,,0,54,,527,,2016-01-26 06:14:46 PM,40.744023,,-73.976056,,E 33 St & 2 Ave,,E 33 St & 2 Ave,3,Not In Service,False,59
293,,0,35,,528,,2016-01-26 06:17:50 PM,40.74290902,,-73.97706058,,2 Ave & E 31 St,,2 Ave & E 31 St,3,Not In Service,False,39
294,,0,0,,529,,2016-01-26 06:17:11 PM,40.7575699,,-73.99098507,,W 42 St & 8 Ave,,W 42 St & 8 Ave,3,Not In Service,False,41
295,,0,34,,530,,2016-01-26 06:16:32 PM,40.771522,,-73.990541,,11 Ave & W 59 St,,11 Ave & W 59 St,3,Not In Service,False,36
296,,0,30,,531,,2016-01-26 06:18:16 PM,40.71893904,,-73.99266288,,Forsyth St & Broome St,,Forsyth St & Broome St,3,Not In Service,False,39
297,,0,27,,532,,2016-01-26 06:14:59 PM,40.710451,,-73.960876,,S 5 Pl & S 4 St,,S 5 Pl & S 4 St,3,Not In Service,False,43
298,,0,9,,533,,2016-01-26 06:17:22 PM,40.75299641,,-73.98721619,,Broadway & W 39 St,,Broadway & W 39 St,3,Not In Service,False,50
299,,0,31,,534,,2016-01-26 06:16:52 PM,40.70255065,,-74.0127234,,Water - Whitehall Plaza,,Water - Whitehall Plaza,3,Not In Service,False,31
300,,0,23,,536,,2016-01-26 06:16:28 PM,40.74144387,,-73.97536082,,1 Ave & E 30 St,,1 Ave & E 30 St,3,Not In Service,False,29
301,,0,29,,537,,2016-01-26 06:14:43 PM,40.74025878,,-73.98409214,,Lexington Ave & E 24 St,,Lexington Ave & E 24 St,3,Not In Service,False,39
302,,0,18,,539,,2016-01-26 06:15:36 PM,40.71534825,,-73.96024116,,Metropolitan Ave & Bedford Ave,,Metropolitan Ave & Bedford Ave,3,Not In Service,False,31
303,,0,24,,540,,2016-01-26 06:18:22 PM,40.7431155538,,-73.9821535349,,Lexington Ave & E 29 St,,Lexington Ave & E 29 St,3,Not In Service,False,30
304,,0,17,,545,,2016-01-26 06:17:40 PM,40.736502,,-73.97809472,,E 23 St & 1 Ave,,E 23 St & 1 Ave,3,Not In Service,False,27
305,,0,38,,546,,2016-01-26 06:15:36 PM,40.74444921,,-73.98303529,,E 30 St & Park Ave S,,E 30 St & Park Ave S,3,Not In Service,False,38
306,,0,19,,2000,,2016-01-26 06:15:35 PM,40.70255088,,-73.98940236,,Front St & Washington St,,Front St & Washington St,3,Not In Service,False,30
307,,0,11,,2001,,2016-01-26 06:15:15 PM,40.699773,,-73.979927,,Sands St & Navy St,,Sands St & Navy St,3,Not In Service,False,15
308,,0,21,,2002,,2016-01-26 06:17:24 PM,40.716887,,-73.963198,,Wythe Ave & Metropolitan Ave,,Wythe Ave & Metropolitan Ave,3,Not In Service,False,27
309,,0,5,,2003,,2016-01-26 06:15:56 PM,40.733812192,,-73.9805442095,,1 Ave & E 18 St,,1 Ave & E 18 St,3,Not In Service,False,39
310,,0,19,,2004,,2016-01-26 06:18:01 PM,40.724399,,-74.004704,,6 Ave & Broome St,,6 Ave & Broome St,3,Not In Service,False,36
311,,0,6,,2005,,2016-01-26 06:16:21 PM,40.70531194,,-73.97100056,,Railroad Ave & Kay Ave,,Railroad Ave & Kay Ave,3,Not In Service,False,12
312,,0,47,,2006,,2016-01-26 06:17:10 PM,40.76590936,,-73.97634151,,Central Park S & 6 Ave,,Central Park S & 6 Ave,3,Not In Service,False,49
313,,0,4,,2008,,2016-01-26 06:18:24 PM,40.70569254,,-74.01677685,,Little West St & 1 Pl,,Little West St & 1 Pl,3,Not In Service,False,24
314,,0,25,,2009,,2016-01-26 06:17:45 PM,40.71117444,,-73.99682619,,Catherine St & Monroe St,,Catherine St & Monroe St,3,Not In Service,False,35
315,,0,37,,2010,,2016-01-26 06:16:00 PM,40.72165481,,-74.00234737,,Grand St & Greene St,,Grand St & Greene St,3,Not In Service,False,39
316,,0,32,,2012,,2016-01-26 06:15:16 PM,40.739445,,-73.976806,,E 27 St & 1 Ave,,E 27 St & 1 Ave,3,Not In Service,False,36
317,,0,37,,2017,,2016-01-26 06:15:34 PM,40.75022392,,-73.97121414,,E 43 St & 2 Ave,,E 43 St & 2 Ave,3,Not In Service,False,39
318,,0,42,,2021,,2016-01-26 06:16:28 PM,40.75929124,,-73.98859651,,W 45 St & 8 Ave,,W 45 St & 8 Ave,3,Not In Service,False,43
319,,0,29,,2022,,2016-01-26 06:14:47 PM,40.759107,,-73.959223,,E 60 St & York Ave,,E 60 St & York Ave,3,Not In Service,False,33
320,,0,36,,2023,,2016-01-26 06:17:24 PM,40.75968085,,-73.97031366,,E 55 St & Lexington Ave,,E 55 St & Lexington Ave,3,Not In Service,False,36
321,,0,3,,3002,,2016-01-26 06:15:28 PM,40.711512,,-74.015756,,South End Ave & Liberty St,,South End Ave & Liberty St,3,Not In Service,False,25
322,,0,20,,3041,,2016-01-26 06:15:15 PM,40.67890679,,-73.94142771,,Kingston Ave & Herkimer St,,Kingston Ave & Herkimer St,3,Not In Service,False,24
323,,0,6,,3042,,2016-01-26 06:17:40 PM,40.6794268,,-73.9298911,,Fulton St & Utica Ave,,Fulton St & Utica Ave,3,Not In Service,False,19
324,,0,12,,3043,,2016-01-26 06:18:12 PM,40.6814598,,-73.934903,,Lewis Ave & Decatur St,,Lewis Ave & Decatur St,3,Not In Service,False,19
325,,0,24,,3044,,2016-01-26 06:15:10 PM,40.6800105,,-73.938475,,Albany Ave & Fulton St,,Albany Ave & Fulton St,3,Not In Service,False,27
326,,0,9,,3046,,2016-01-26 06:16:11 PM,40.682601,,-73.938037,,Marcus Garvey Blvd & Macon St,,Marcus Garvey Blvd & Macon St,3,Not In Service,False,19
327,,0,18,,3047,,2016-01-26 06:17:21 PM,40.6823687,,-73.944118,,Halsey St & Tompkins Ave,,Halsey St & Tompkins Ave,3,Not In Service,False,21
328,,0,11,,3048,,2016-01-26 06:18:00 PM,40.68402,,-73.94977,,Putnam Ave & Nostrand Ave,,Putnam Ave & Nostrand Ave,3,Not In Service,False,19
329,,0,17,,3049,,2016-01-26 06:15:36 PM,40.68488,,-73.96304,,Cambridge Pl & Gates Ave,,Cambridge Pl & Gates Ave,3,Not In Service,False,18
330,,0,19,,3050,,2016-01-26 06:17:46 PM,40.6851532,,-73.94111,,Putnam Ave & Throop Ave,,Putnam Ave & Throop Ave,3,Not In Service,False,21
331,,0,9,,3052,,2016-01-26 06:14:48 PM,40.686312,,-73.935775,,Lewis Ave & Madison St,,Lewis Ave & Madison St,3,Not In Service,False,23
332,,0,14,,3053,,2016-01-26 06:17:25 PM,40.6900815,,-73.947915,,Marcy Ave & Lafayette Ave,,Marcy Ave & Lafayette Ave,3,Not In Service,False,23
333,,0,13,,3054,,2016-01-26 06:14:49 PM,40.6894932,,-73.942061,,Greene Ave & Throop Ave,,Greene Ave & Throop Ave,3,Not In Service,False,19
334,,0,22,,3055,,2016-01-26 06:15:09 PM,40.6883337,,-73.950916,,Greene Ave & Nostrand Ave,,Greene Ave & Nostrand Ave,3,Not In Service,False,23
335,,0,18,,3056,,2016-01-26 06:18:01 PM,40.69072549,,-73.95133465,,Kosciuszko St & Nostrand Ave,,Kosciuszko St & Nostrand Ave,3,Not In Service,False,23
336,,0,16,,3057,,2016-01-26 06:18:33 PM,40.69128258,,-73.9452416,,Kosciuszko St & Tompkins Ave,,Kosciuszko St & Tompkins Ave,3,Not In Service,False,18
337,,0,16,,3058,,2016-01-26 06:16:34 PM,40.69237074,,-73.93705428,,Lewis Ave & Kosciuszko St,,Lewis Ave & Kosciuszko St,3,Not In Service,False,24
338,,0,17,,3059,,2016-01-26 06:15:17 PM,40.6933982,,-73.939877,,Pulaski St & Marcus Garvey Blvd,,Pulaski St & Marcus Garvey Blvd,3,Not In Service,False,19
339,,0,17,,3060,,2016-01-26 06:17:06 PM,40.69425403,,-73.94626915,,Willoughby Ave & Tompkins Ave,,Willoughby Ave & Tompkins Ave,3,Not In Service,False,19
340,,0,17,,3061,,2016-01-26 06:18:15 PM,40.69622937,,-73.94371094,,Throop Ave & Myrtle Ave,,Throop Ave & Myrtle Ave,3,Not In Service,False,21
