,0
2014-10-05,0.779136053664
2014-10-06,0.931386579371
2014-10-07,0.976372191171
2014-10-08,1.04992469216
2014-10-09,1.01243988132
2014-10-10,1.0965902851
2014-10-11,1.13790030794
2014-10-12,1.07491918515
2014-10-13,1.00468646415
2014-10-14,1.12966187006
2014-10-15,1.06298154642
2014-10-16,1.13337450726
2014-10-17,1.06113471007
2014-10-18,0.977110047039
2014-10-19,1.00518169886
2014-10-20,1.00867015354
2014-10-21,1.06472141497
2014-10-22,1.01305828015
2014-10-23,1.0767833041
2014-10-24,1.20464537093
2014-10-25,0.836933922148
2014-10-26,1.13022822599
2014-10-27,1.10985586404
2014-10-28,1.0715175091
2014-10-29,1.14900317445
2014-10-30,1.09383818724
2014-10-31,0.715864943624
2014-11-01,1.03675301982
2014-11-02,1.13900152925
2014-11-03,1.36645752465
2014-11-04,1.25181726485
2014-11-05,1.35148351991
2014-11-06,1.39174047002
2014-11-07,1.39838132596
2014-11-08,1.34384188898
2014-11-09,1.15431068959
2014-11-10,1.32283638615
2014-11-11,1.1662475747
2014-11-12,1.33290306631
2014-11-13,1.11832762591
2014-11-14,1.30056987272
2014-11-15,1.00788141673
2014-11-16,0.817509162123
2014-11-17,1.32283638615
2014-11-18,1.2710464087
2014-11-19,0.885994261242
2014-11-20,0.874526281161
2014-11-21,1.30056987272
2014-11-22,0.900269077968
2014-11-23,0.719530535951
2014-11-24,1.30356192961
2014-11-25,1.13740385892
2014-11-26,0.741262306867
2014-11-27,0.131277647172
2014-11-28,0.297733764251
2014-11-29,0.737538224225
2014-11-30,0.370481680213
2014-12-01,1.50578697157
2014-12-02,0.593330319609
2014-12-03,0.988197740988
2014-12-04,1.39565078035
2014-12-05,1.32391313714
2014-12-06,1.38222051078
2014-12-07,1.1390903565
2014-12-08,1.73783881647
2014-12-09,1.57697773338
2014-12-10,1.57202103324
2014-12-11,0.132741896442
2014-12-12,0.840279562554
2014-12-13,1.21397887343
2014-12-14,1.0159454531
2014-12-15,0.821106528106
2014-12-16,0.930477283298
2014-12-17,0.994343249328
2014-12-18,1.39689135882
2014-12-19,0.71869570302
2014-12-20,1.00615096847
2014-12-21,0.946676444931
2014-12-22,1.30178534968
2014-12-23,0.973980117322
2014-12-24,0.378563313712
2014-12-25,0.186086770713
2014-12-26,0.444456553184
2014-12-27,0.762035651526
2014-12-28,1.14293863473
2014-12-29,0.799431355781
2014-12-30,0.587288259328
2014-12-31,0.474433243808
2015-01-01,0.169998057231
2015-01-02,0.437742111085
2015-01-03,0.706790801531
2015-01-04,0.600170752402
2015-01-05,1.14482596202
2015-01-06,1.14815340579
2015-01-07,1.21061554895
2015-01-08,1.21628444262
2015-01-09,1.19969975772
2015-01-10,0.9040928274
2015-01-11,0.952698233181
2015-01-12,1.29734071918
2015-01-13,1.25153295547
2015-01-14,1.20596291425
2015-01-15,1.15429620076
2015-01-16,1.10662842101
2015-01-17,0.796700585472
2015-01-18,0.801198819954
2015-01-19,0.597510346112
2015-01-20,1.10972914838
2015-01-21,1.22271239917
2015-01-22,1.14960012183
2015-01-23,1.19049490024
2015-01-24,1.0489474793
2015-01-25,0.754583615884
2015-01-26,1.20563880823
2015-01-27,1.15272772215
2015-01-28,1.25155873431
2015-01-29,1.21628444262
2015-01-30,1.22015499655
2015-01-31,0.936560249379
2015-02-01,0.841438298114
2015-02-02,1.45723489432
2015-02-03,1.43480537478
2015-02-04,1.46044184446
2015-02-05,1.37465412968
2015-02-06,0.715515563531
2015-02-07,0.913844957295
2015-02-08,0.472680478224
2015-02-09,1.38392887067
2015-02-10,1.44006878408
2015-02-11,1.43795703601
2015-02-12,1.41031732644
2015-02-13,1.52400107693
2015-02-14,1.61790789609
2015-02-15,1.25712893145
2015-02-16,0.603108649096
2015-02-17,1.34638009856
2015-02-18,1.32553299373
2015-02-19,1.26658383647
2015-02-20,1.29569512409
2015-02-21,0.956950851507
2015-02-22,0.968827363168
2015-02-23,1.42169257982
2015-02-24,1.230585094
2015-02-25,1.29448254396
2015-02-26,1.34223304172
2015-02-27,1.28510361082
2015-02-28,0.948329672665
2015-03-01,0.915539473288
2015-03-02,1.0850102667
2015-03-03,1.10488762601
2015-03-04,1.07535744411
2015-03-05,1.06968089255
2015-03-06,1.18384999486
2015-03-07,0.919501422241
2015-03-08,1.06722648661
2015-03-09,0.93782938685
2015-03-10,1.00707232425
2015-03-11,1.05026865419
2015-03-12,1.15962140841
2015-03-13,1.14866730425
2015-03-14,1.11222520518
2015-03-15,1.02117864328
2015-03-16,1.16219048418
2015-03-17,1.16102510355
2015-03-18,1.14110737634
2015-03-19,1.19018371963
2015-03-20,1.14676553719
2015-03-21,0.870739983182
2015-03-22,0.758435066629
2015-03-23,1.11911315349
2015-03-24,1.13976090751
2015-03-25,1.21896913818
2015-03-26,1.17708558625
2015-03-27,1.20191678193
2015-03-28,1.18885032371
2015-03-29,0.980548193285
2015-03-30,1.25911447823
2015-03-31,1.15166885729
2015-04-01,1.16473538685
2015-04-02,1.1892513253
2015-04-03,1.07223652326
2015-04-04,0.77529076786
2015-04-05,0.571209486411
2015-04-06,1.12237494555
2015-04-07,0.910954893797
2015-04-08,1.135173575
2015-04-09,1.12616559191
2015-04-10,1.15671576448
2015-04-11,0.922641352395
2015-04-12,0.801279973993
2015-04-13,1.17144051694
2015-04-14,1.10526979366
2015-04-15,1.14784292294
2015-04-16,1.15856096852
2015-04-17,1.16507085427
2015-04-18,0.936242944813
2015-04-19,0.85945871798
2015-04-20,1.13814602207
2015-04-21,1.13848601586
2015-04-22,1.16220151726
2015-04-23,1.16623355771
2015-04-24,1.08709001622
2015-04-25,0.918107488255
2015-04-26,0.769546113637
2015-04-27,1.0803187415
2015-04-28,1.14180763808
2015-04-29,1.10983487913
2015-04-30,1.10400033424
2015-05-01,1.18074495269
2015-05-02,0.789414470956
2015-05-03,0.90777291258
2015-05-04,1.12655732498
2015-05-05,1.1278547016
2015-05-06,1.15135485693
2015-05-07,1.15026473488
2015-05-08,1.14758830816
2015-05-09,0.827648220261
2015-05-10,0.700506842944
2015-05-11,1.12742658217
2015-05-12,1.07512811219
2015-05-13,1.1195124373
2015-05-14,1.13588642569
2015-05-15,1.07574891166
2015-05-16,0.886123366258
2015-05-17,0.860547732156
2015-05-18,1.11177995266
2015-05-19,1.13774093711
2015-05-20,1.0440961803
2015-05-21,1.14603582041
2015-05-22,1.03982921341
2015-05-23,0.881625278104
2015-05-24,0.87366583783
2015-05-25,0.281639331245
2015-05-26,1.00427675767
2015-05-27,1.05582759806
2015-05-28,1.08936836656
2015-05-29,1.10798453829
2015-05-30,0.978334173406
2015-05-31,0.69788322181
2015-06-01,0.997834729523
2015-06-02,1.07397311531
2015-06-03,1.05935436461
2015-06-04,1.12159795762
2015-06-05,1.0969850198
2015-06-06,0.715033794819
2015-06-07,0.947307015623
2015-06-08,1.03533505433
2015-06-09,1.0685646176
2015-06-10,0.751292857986
2015-06-11,1.13984177164
2015-06-12,1.10216762619
2015-06-13,0.906975019977
2015-06-14,0.661884642085
2015-06-15,1.0818028481
2015-06-16,1.08865332336
2015-06-17,1.06328372056
2015-06-18,1.0724189807
2015-06-19,1.07366329103
2015-06-20,0.866899379559
2015-06-21,0.733240235469
2015-06-22,1.05571566563
2015-06-23,1.07551840036
2015-06-24,1.04913803913
2015-06-25,1.1033541436
2015-06-26,1.13930963867
2015-06-27,0.982907812347
2015-06-28,1.00143884509
2015-06-29,1.0084326474
2015-06-30,0.989755079645
2015-07-01,0.919258449233
2015-07-02,0.784623298183
2015-07-03,0.368095672419
2015-07-04,0.91933210448
2015-07-05,0.687894325998
2015-07-06,0.982874366649
2015-07-07,1.01928886919
2015-07-08,1.0718324657
2015-07-09,0.967881732891
2015-07-10,1.04307748631
2015-07-11,1.01351757621
2015-07-12,0.905249824837
2015-07-13,1.06438488176
2015-07-14,1.01853884059
2015-07-15,1.05581219397
2015-07-16,1.06413091078
2015-07-17,1.04726991994
2015-07-18,0.753483773828
2015-07-19,0.960185830039
2015-07-20,1.09683081496
2015-07-21,1.01178858318
2015-07-22,0.997071197633
2015-07-23,1.01639131855
2015-07-24,1.05146235356
2015-07-25,0.745293732808
2015-07-26,1.031841489
2015-07-27,1.0786294378
2015-07-28,1.08829150051
2015-07-29,1.0764096862
2015-07-30,1.02409125278
2015-07-31,1.03972353941
2015-08-01,0.850632187943
2015-08-02,0.747146927012
2015-08-03,0.992498516073
2015-08-04,0.997111052098
2015-08-05,1.00001417943
2015-08-06,0.977739055972
2015-08-07,0.981108726399
2015-08-08,0.86464260045
2015-08-09,0.842875127036
2015-08-10,0.993272092469
2015-08-11,1.02423833807
2015-08-12,1.04401182043
2015-08-13,1.05451302342
2015-08-14,0.96881413083
2015-08-15,0.90267086297
2015-08-16,0.917589819737
2015-08-17,1.09693132953
2015-08-18,1.03157003699
2015-08-19,1.00896285217
2015-08-20,1.01838409756
2015-08-21,0.995862241082
2015-08-22,0.842626237938
2015-08-23,0.72613341969
2015-08-24,1.01261150237
2015-08-25,1.04183441546
2015-08-26,1.09248379781
2015-08-27,1.08612583354
2015-08-28,0.999960439605
2015-08-29,0.684508725356
2015-08-30,0.772830102628
2015-08-31,1.05902608613
