2013-09-07,5,7,2,0,3,3,1,2,1,0,2,0,2,3,4,0,0,0,0,0,5,0,3,6,0,0,3,3,12,6,4,1,18,10,14,8,9,5,40,16,84,15,36,7,4,18,5,8,86,31,16,10,20,19,15,13,10,12,35,25,11,25,24,8,36,21,0,0,0,0
2013-09-08,4,6,0,3,8,5,3,8,1,3,0,0,4,10,1,1,0,0,0,0,7,0,1,1,0,0,0,1,7,3,0,3,28,7,17,4,13,6,26,13,36,15,8,3,8,15,8,11,97,36,6,9,19,17,21,9,9,7,26,18,26,26,25,7,31,22,0,0,0,0
2013-09-09,8,1,0,3,3,6,7,2,0,5,4,6,0,5,0,0,0,1,0,0,6,0,3,1,0,0,6,1,5,1,1,2,21,12,18,13,6,11,15,23,39,14,13,16,15,13,9,6,56,30,23,15,22,28,16,19,10,25,52,17,23,13,26,14,26,37,0,0,0,0
2013-09-10,16,1,5,3,5,6,2,3,4,6,5,3,0,7,1,3,1,1,0,2,7,0,1,0,0,0,1,1,3,2,1,3,34,15,16,16,8,15,15,23,50,16,17,22,17,19,9,8,63,27,18,23,31,43,29,20,9,22,60,15,19,21,26,17,19,37,0,0,0,0
2013-09-11,12,3,3,3,5,5,7,2,5,6,6,4,1,2,0,2,1,1,0,2,3,0,2,0,0,0,2,1,3,2,3,0,26,14,17,12,13,19,11,25,43,15,14,29,13,22,10,9,42,34,22,21,31,45,22,21,20,18,64,14,27,13,27,16,33,34,0,0,0,0
2013-09-12,13,1,4,1,5,5,3,6,7,7,4,3,0,1,1,3,2,1,0,0,7,0,1,0,0,0,3,1,4,1,0,1,31,12,16,18,13,14,18,18,56,13,26,24,16,29,7,7,54,35,12,21,32,38,27,11,19,41,68,19,25,25,21,19,29,39,0,0,0,0
2013-09-13,10,4,6,0,9,9,7,2,2,5,5,1,1,3,1,2,2,1,1,1,5,0,2,0,0,0,2,3,4,1,3,1,15,13,18,26,11,25,25,26,74,11,8,27,13,16,10,4,58,39,11,41,36,34,21,21,26,21,53,21,21,30,39,21,37,30,0,0,0,0
2013-09-14,5,3,0,0,8,5,7,9,3,5,3,0,5,6,3,3,0,1,1,1,1,0,2,4,0,0,3,1,9,1,2,3,19,4,16,7,8,9,25,15,51,12,32,4,7,11,11,12,59,27,8,5,30,15,16,5,14,19,27,15,16,20,41,5,39,10,0,0,0,0
2013-09-15,2,5,3,0,5,0,0,4,1,1,1,1,3,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,11,0,1,3,19,12,33,2,9,9,30,16,34,10,29,10,5,15,12,4,59,19,8,14,9,12,12,14,9,9,18,14,19,28,22,11,30,21,0,0,0,0
2013-09-16,11,1,1,2,4,2,4,5,6,6,3,3,0,2,0,5,5,2,0,3,5,0,1,1,0,0,0,1,7,0,0,1,26,20,22,15,16,20,19,17,50,22,15,28,15,22,7,9,46,32,24,24,21,32,24,21,15,42,52,12,23,24,35,22,23,34,0,0,0,0
2013-09-17,15,0,4,0,6,2,3,8,3,4,2,1,0,2,1,2,1,1,0,1,5,0,4,1,0,0,2,6,5,2,1,1,33,16,18,15,11,11,34,21,50,22,22,31,21,29,10,13,68,44,17,22,41,43,37,34,16,32,59,15,21,21,40,29,36,61,0,0,0,0
2013-09-18,12,0,5,0,5,3,4,7,6,10,5,2,3,10,0,3,3,1,0,2,3,0,1,0,0,0,0,3,1,2,3,1,24,15,19,22,13,18,29,26,60,21,26,30,34,23,4,14,49,41,22,32,34,47,36,29,18,24,81,19,27,14,36,32,43,54,0,0,0,0
2013-09-19,14,1,3,3,5,5,5,10,6,7,0,2,0,0,0,5,2,0,0,1,5,0,4,1,0,0,4,0,2,1,3,1,27,17,18,15,15,25,38,27,50,25,27,32,17,23,5,8,74,38,12,27,37,30,32,25,14,32,67,19,22,30,34,22,28,45,0,0,0,0
2013-09-20,11,3,6,2,18,13,7,2,9,12,1,5,3,7,1,2,2,0,1,1,3,0,1,2,0,0,2,4,3,3,3,1,21,26,26,16,12,25,29,30,63,20,23,32,19,18,5,2,65,46,15,25,30,28,36,20,7,36,77,17,29,16,32,29,47,45,0,0,0,0
2013-09-21,5,0,0,1,7,3,5,1,0,14,4,4,5,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,14,7,4,1,2,3,8,8,20,5,19,4,4,8,6,5,26,16,2,11,14,7,7,5,10,7,15,7,4,10,11,10,25,10,0,0,0,0
2013-09-22,5,3,0,1,1,2,1,3,1,2,2,3,0,4,0,1,0,0,0,0,2,3,0,0,0,0,1,1,10,1,5,5,15,5,24,12,9,8,23,7,32,7,21,10,9,10,2,16,62,7,8,10,10,17,10,11,12,10,33,8,14,29,14,11,37,16,0,0,0,0
2013-09-23,13,0,2,1,4,4,6,6,4,8,4,3,0,7,0,2,1,2,0,4,12,7,2,2,0,0,0,3,3,2,2,2,28,17,22,15,14,19,30,26,46,20,17,34,20,23,4,16,46,36,18,33,22,40,30,30,11,38,76,15,25,19,59,15,39,46,0,0,0,0
2013-09-24,9,0,3,2,6,12,5,3,4,8,3,4,0,4,1,2,3,1,1,2,4,6,2,0,0,0,2,4,2,0,2,1,16,19,26,16,15,19,25,29,35,27,24,37,24,28,8,14,48,36,18,26,43,39,33,25,16,41,75,14,19,21,49,24,46,42,0,0,0,0
2013-09-25,13,4,3,4,5,6,8,5,5,11,3,3,0,3,0,1,1,1,0,2,3,11,3,1,0,0,4,7,1,1,1,1,39,23,31,25,6,15,38,45,63,25,26,40,35,29,4,14,82,51,28,27,48,33,29,35,16,50,80,17,22,22,41,27,38,51,0,0,0,0
2013-09-26,12,2,3,4,8,6,6,7,3,8,8,3,0,4,2,3,1,0,0,1,4,9,0,1,0,0,3,1,0,1,3,2,33,17,17,16,24,18,14,30,43,22,15,32,20,24,7,12,66,34,20,27,41,38,34,26,9,28,78,18,21,20,42,27,46,57,0,0,0,0
2013-09-27,11,4,3,2,6,6,4,1,5,3,4,3,0,2,1,4,1,1,1,3,5,5,1,1,0,0,2,3,3,3,3,1,39,19,22,20,8,26,20,30,72,22,23,33,27,31,4,14,60,40,22,25,42,30,27,31,9,38,66,17,22,22,39,18,29,56,0,0,0,0
2013-09-28,6,2,5,0,4,5,1,1,2,4,0,2,1,2,1,3,0,1,1,0,3,4,1,2,0,0,1,0,5,1,1,0,14,6,12,5,13,7,22,13,50,18,25,6,4,9,13,4,60,30,13,20,8,17,9,19,14,8,24,13,21,14,16,5,21,20,0,0,0,0
2013-09-29,1,1,1,0,0,2,2,6,4,0,1,2,0,0,1,0,0,2,0,0,1,2,0,3,0,0,3,0,1,2,0,2,16,6,4,8,6,7,22,6,40,9,19,6,10,19,4,2,57,21,10,6,17,14,9,8,9,11,16,19,20,16,15,10,29,15,0,0,0,0
2013-09-30,12,2,3,3,7,4,4,4,5,5,2,1,0,4,0,2,1,0,0,2,5,9,1,1,0,0,3,2,3,2,0,0,29,16,15,22,14,16,18,29,44,19,14,28,23,23,7,11,31,48,25,21,26,30,32,19,18,41,72,13,16,17,48,23,31,47,0,0,0,0
2013-10-01,14,2,5,3,5,5,3,4,3,5,1,8,0,3,1,5,3,1,0,3,4,10,2,1,0,0,2,1,2,1,2,2,37,16,26,21,16,14,21,31,52,21,18,38,31,22,10,17,41,42,19,17,32,34,18,26,23,45,77,11,21,21,40,26,32,53,0,0,0,0
2013-10-02,13,4,4,4,7,4,3,6,3,8,4,2,0,3,0,4,1,1,0,2,6,4,4,0,0,0,5,4,4,4,4,0,32,11,19,17,11,23,15,27,44,22,22,40,16,24,2,10,49,45,18,21,28,44,27,35,16,51,72,19,27,29,46,22,31,44,0,0,0,0
2013-10-03,10,0,8,3,11,5,6,5,7,10,7,1,3,5,0,2,2,2,0,2,5,4,4,1,0,0,2,8,2,5,1,2,48,16,17,21,9,20,27,44,57,22,19,33,22,25,10,21,52,40,13,29,26,46,23,24,18,53,69,24,27,24,51,24,31,52,0,0,0,0
2013-10-04,11,0,6,2,12,5,3,10,7,9,2,1,1,6,0,2,2,1,1,3,4,7,3,2,0,0,3,2,5,2,1,1,33,18,33,15,9,25,18,28,50,23,18,30,21,23,5,10,46,41,20,28,23,40,26,27,26,42,69,25,17,26,44,24,28,60,0,0,0,0
2013-10-05,9,5,3,3,4,3,6,4,0,4,1,2,4,1,0,4,0,0,2,0,1,6,4,2,0,0,7,0,13,0,1,2,26,10,16,5,22,3,25,11,60,7,21,5,20,10,1,14,71,19,7,9,6,22,9,9,13,7,20,28,10,25,27,13,48,26,0,0,0,0
2013-10-06,8,5,3,5,3,6,1,6,3,4,5,0,4,5,3,0,0,0,0,0,1,3,2,0,0,0,4,2,9,6,2,1,40,7,4,11,10,8,11,27,46,20,11,4,8,15,5,12,46,15,6,6,9,19,14,8,13,13,26,13,13,20,14,7,19,17,0,0,0,0
2013-10-07,11,1,5,2,3,3,4,1,2,6,2,2,1,3,1,3,1,1,1,2,4,6,1,0,0,0,2,2,2,2,2,3,26,19,25,28,14,9,12,35,39,21,15,39,29,18,8,9,53,36,12,21,24,40,20,31,12,35,80,5,14,16,41,22,25,49,0,0,0,0
2013-10-08,12,5,7,4,6,6,5,7,3,8,3,3,5,7,0,2,0,2,0,3,8,7,0,0,0,0,1,2,2,0,1,1,26,17,15,23,16,13,15,28,54,27,18,38,24,22,4,13,43,36,19,21,26,39,18,24,15,44,85,24,15,12,40,25,25,42,0,0,0,0
2013-10-09,17,0,5,3,3,4,3,3,3,5,8,2,1,5,0,2,0,3,0,3,6,7,0,1,0,0,2,4,4,4,2,3,22,19,17,23,17,29,13,30,51,24,26,30,20,18,3,11,62,39,21,25,27,40,18,34,19,36,84,7,29,22,35,22,43,52,0,0,0,0
2013-10-10,11,5,4,2,4,5,7,1,6,10,5,3,1,1,0,0,1,1,0,0,5,10,1,1,0,0,1,5,1,1,3,4,27,12,19,27,26,18,24,29,46,16,23,32,32,20,7,6,57,41,19,26,29,45,21,23,12,42,97,11,23,21,59,28,34,39,0,0,0,0
2013-10-11,12,4,6,3,8,7,4,4,4,6,10,2,0,2,1,2,1,0,2,3,6,9,1,1,0,0,2,0,2,2,2,0,26,15,16,22,15,23,17,34,33,19,25,31,22,20,7,12,46,27,21,26,28,39,16,26,17,43,72,14,21,25,43,23,34,49,0,0,0,0
2013-10-12,4,4,6,0,8,4,1,2,0,4,2,0,5,5,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1,2,1,1,27,8,9,8,12,7,18,15,46,10,16,10,6,21,10,3,62,16,7,6,16,18,10,19,23,10,27,21,22,36,27,7,42,13,0,0,0,0
2013-10-13,4,1,1,3,4,1,5,2,0,2,1,1,0,7,1,4,0,0,3,0,0,4,3,0,0,0,1,1,13,0,2,2,21,13,14,8,19,4,10,19,34,11,21,6,5,12,5,6,66,17,12,5,6,13,13,10,16,10,17,19,13,23,10,4,32,10,0,0,0,0
2013-10-14,10,0,7,7,3,5,4,4,1,4,2,2,1,5,0,2,1,0,0,1,8,9,1,1,0,0,2,4,4,4,2,2,35,12,18,19,12,16,19,18,65,21,28,31,17,19,3,10,72,35,25,28,33,38,16,25,21,46,73,14,17,19,43,18,41,44,0,0,0,0
2013-10-15,15,3,10,4,5,3,1,5,8,5,2,4,1,3,2,1,1,3,0,1,4,6,0,0,0,0,2,4,4,1,2,1,35,11,22,24,21,20,24,30,62,23,21,34,20,33,9,13,75,40,24,20,36,43,32,28,25,46,82,23,29,26,43,24,31,42,0,0,0,0
2013-10-16,16,3,6,3,5,7,4,3,2,7,4,1,1,7,0,0,1,1,0,1,3,4,2,1,0,0,1,6,2,1,2,1,30,15,20,25,17,18,19,32,63,26,21,33,24,23,8,12,55,36,21,37,35,42,33,31,20,44,99,18,29,18,49,34,33,54,0,0,0,0
2013-10-17,15,5,6,1,11,9,5,4,4,17,2,3,1,4,0,2,4,0,3,2,2,4,2,2,0,0,1,1,1,2,3,3,24,14,17,21,14,18,23,27,66,25,19,44,26,38,15,6,55,54,39,24,46,36,27,33,20,54,92,16,27,24,46,27,40,49,0,0,0,0
2013-10-18,16,2,8,3,10,4,2,2,1,8,2,1,6,2,0,3,0,0,0,1,4,11,2,1,0,0,2,4,2,0,3,1,34,15,10,26,14,20,17,26,66,25,21,31,18,26,8,8,55,50,21,32,31,30,17,34,19,47,79,19,25,22,42,30,40,41,0,0,0,0
2013-10-19,7,0,5,0,1,3,7,3,1,1,6,3,4,1,0,1,0,1,0,0,2,4,2,0,0,0,2,3,6,6,5,1,25,3,10,5,4,3,20,4,42,10,28,7,5,20,14,7,83,35,6,7,9,11,9,8,12,10,30,16,13,11,31,10,39,17,0,0,0,0
2013-10-20,7,3,1,0,3,6,6,6,0,2,1,0,4,1,2,1,1,0,0,0,3,2,1,2,0,0,3,0,2,3,0,3,12,2,5,5,6,6,13,13,25,0,11,11,0,9,12,7,38,15,12,9,8,17,13,6,12,14,22,14,12,16,11,1,22,11,0,0,0,0
2013-10-21,16,3,7,3,4,5,6,4,5,9,3,3,0,3,1,2,2,2,0,2,5,5,2,4,0,0,2,4,2,1,1,0,21,15,19,18,10,20,13,30,49,15,20,44,22,29,4,14,46,39,25,29,25,34,22,29,18,41,87,15,17,14,39,23,22,43,0,0,0,0
2013-10-22,16,1,4,5,13,4,4,5,5,12,2,3,6,3,2,3,1,2,0,2,3,5,0,1,0,0,1,2,5,2,1,2,36,19,15,22,14,21,15,26,41,18,15,39,20,23,4,8,40,42,19,24,39,35,16,19,31,47,93,12,13,14,34,26,35,37,0,0,0,0
2013-10-23,16,1,7,1,6,9,9,4,3,7,11,1,2,10,0,0,3,1,1,3,5,7,0,1,0,0,1,4,2,2,3,3,23,18,15,23,9,18,18,28,36,18,19,30,19,24,4,11,48,43,24,24,36,46,22,18,22,48,81,14,18,16,42,18,34,39,0,0,0,0
2013-10-24,19,12,8,1,11,13,7,8,7,5,9,2,2,2,0,2,2,0,0,2,4,5,3,2,0,0,2,1,1,3,0,2,23,13,16,22,9,19,26,25,42,13,18,38,26,22,7,11,45,50,15,31,28,40,16,30,13,47,87,10,21,16,40,23,32,43,0,0,0,0
2013-10-25,19,2,8,3,8,3,5,3,2,4,2,2,1,0,1,0,0,0,0,1,10,5,0,0,0,0,2,2,6,2,1,1,23,13,21,24,21,32,22,23,43,23,24,32,27,18,10,13,55,45,16,26,38,40,31,35,12,34,71,18,21,17,31,19,32,44,0,0,0,0
2013-10-26,0,2,2,1,4,2,2,5,1,0,2,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,7,7,4,1,18,2,3,7,9,13,13,15,48,3,14,8,5,9,3,2,43,12,10,5,6,20,14,9,10,6,12,18,23,15,17,6,32,12,0,0,0,0
2013-10-27,4,1,2,0,4,2,3,0,1,4,5,3,2,4,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2,1,0,1,11,4,6,1,4,8,2,8,11,2,19,3,4,5,0,6,27,9,4,3,8,6,5,7,5,3,15,8,7,11,6,1,22,14,0,0,0,0
2013-10-28,16,4,3,6,5,3,6,7,3,5,6,1,2,6,0,1,2,1,0,4,3,6,0,2,0,0,2,3,1,1,1,3,18,15,11,20,8,15,26,19,32,16,23,41,27,24,4,11,41,34,15,25,23,50,16,24,18,39,85,12,29,4,51,19,33,38,0,0,0,0
2013-10-29,13,0,5,1,8,5,2,2,3,6,2,1,3,3,0,2,3,1,0,2,7,3,1,1,0,0,1,3,3,0,4,1,25,12,17,22,6,17,14,33,32,18,15,34,20,29,5,10,49,44,26,34,31,40,20,20,19,37,87,17,16,12,48,24,36,53,0,0,0,0
2013-10-30,17,2,8,2,8,3,8,2,3,9,5,2,3,5,0,1,1,1,0,3,5,5,0,2,0,0,1,3,1,0,1,4,30,15,15,16,13,17,18,35,43,29,17,47,22,37,5,10,42,46,22,30,36,50,28,24,25,39,98,17,29,16,48,25,32,43,0,0,0,0
2013-10-31,18,2,6,2,7,5,3,5,4,4,4,5,2,2,0,2,0,1,0,1,4,4,1,1,0,0,2,1,3,1,2,2,35,14,14,25,15,17,29,35,51,21,17,31,25,29,9,16,48,56,18,37,36,39,21,26,23,45,91,10,30,19,48,29,31,59,0,0,0,0
2013-11-01,13,1,4,2,6,2,4,2,8,3,2,2,0,3,1,0,1,1,1,1,4,7,1,3,0,0,1,4,7,2,0,0,39,19,17,33,11,24,19,33,50,27,26,32,21,25,7,12,51,41,27,26,38,40,27,28,14,30,81,24,29,21,40,34,47,44,0,0,0,0
2013-11-02,2,0,3,0,1,9,2,2,1,0,0,1,1,1,2,2,0,2,0,0,1,0,0,1,0,0,0,1,3,2,0,1,20,4,10,7,14,7,18,6,45,5,16,3,6,13,12,6,49,35,7,0,10,21,16,19,7,10,21,16,25,7,21,8,30,9,0,0,0,0
2013-11-03,3,2,2,0,0,0,4,2,0,0,2,0,4,1,0,1,0,2,0,1,1,1,2,1,0,0,3,1,7,5,0,1,12,3,10,4,4,5,10,4,21,3,7,2,4,11,2,6,41,15,7,2,14,10,9,6,6,7,9,13,8,14,14,5,29,12,0,0,0,0
2013-11-04,12,2,3,0,4,5,4,2,3,6,3,2,2,4,2,1,0,0,0,1,9,6,1,2,0,0,1,4,3,1,1,2,29,15,27,29,13,15,13,27,43,31,19,45,22,27,6,14,48,58,15,29,34,52,24,29,13,37,103,15,25,17,56,21,43,47,0,0,0,0
2013-11-05,12,2,6,3,7,5,4,5,7,5,4,2,4,3,2,2,2,2,1,3,6,6,2,0,0,0,0,1,1,3,1,4,32,22,19,17,14,12,23,30,57,34,15,40,23,21,7,11,49,53,31,26,42,40,32,28,20,43,96,13,25,18,46,19,45,50,0,0,0,0
2013-11-06,13,1,3,1,3,3,5,6,3,9,1,2,2,5,1,1,3,1,0,2,8,12,2,2,0,0,0,3,1,2,4,2,31,21,21,15,15,11,19,30,50,24,24,44,20,16,4,11,38,48,23,22,38,42,28,40,14,35,101,16,27,24,38,24,32,41,0,0,0,0
2013-11-07,17,4,9,2,4,5,5,5,4,7,3,4,3,2,2,3,0,1,0,1,7,8,2,3,0,0,1,7,1,2,3,4,36,22,24,20,12,12,19,24,55,33,19,46,25,23,12,12,46,41,29,28,40,49,26,31,16,43,109,14,23,20,27,32,39,70,0,0,0,0
2013-11-08,8,2,9,2,4,2,5,0,0,1,2,1,3,3,5,11,1,1,1,3,6,11,4,3,0,0,4,1,5,0,2,0,32,28,24,23,10,33,15,22,57,37,21,38,21,17,9,15,59,43,18,27,46,39,27,32,13,51,86,22,26,17,43,22,44,56,0,0,0,0
2013-11-09,1,1,0,0,6,3,3,3,2,1,6,2,0,5,2,4,2,1,0,1,0,0,0,1,0,0,0,2,11,2,0,1,22,12,12,7,8,5,21,20,64,9,22,2,5,17,5,12,54,38,4,6,5,19,13,10,14,10,28,12,15,12,29,10,31,18,0,0,0,0
2013-11-10,1,1,1,0,3,6,3,1,4,2,1,2,1,0,4,1,0,2,0,2,4,1,0,0,0,0,2,2,3,0,0,1,28,7,11,5,8,0,19,8,43,7,8,2,5,8,2,6,49,27,2,8,10,13,9,7,11,5,22,19,13,11,20,7,26,10,0,0,0,0
2013-11-11,9,4,6,2,5,1,4,2,1,0,2,0,6,6,0,2,0,0,0,2,9,7,3,1,0,0,1,2,1,2,0,1,32,12,21,17,14,16,13,20,45,18,20,37,18,19,5,11,44,47,19,28,38,30,22,23,17,32,94,14,15,26,39,14,40,49,0,0,0,0
2013-11-12,14,1,8,2,5,3,3,4,3,6,2,2,1,3,0,1,2,2,0,3,7,6,0,1,0,0,1,1,1,1,2,1,27,24,15,18,16,17,20,33,54,32,20,44,32,20,7,12,44,58,19,24,47,42,20,31,20,38,118,17,22,19,35,30,41,51,0,0,0,0
2013-11-13,11,2,4,3,3,4,7,3,5,3,3,2,1,2,2,1,0,1,0,3,11,8,2,1,0,0,1,1,3,1,2,1,24,19,14,14,12,13,17,26,36,24,15,34,25,29,3,8,32,38,20,25,35,43,19,32,18,47,94,11,29,10,40,23,28,55,0,0,0,0
2013-11-14,18,4,3,2,9,3,3,3,6,7,1,3,1,2,0,4,0,1,0,4,4,9,3,5,0,0,3,2,0,0,1,1,29,15,16,25,8,26,24,34,35,19,21,41,20,25,10,14,45,56,17,32,34,51,20,34,14,33,112,18,23,12,37,29,36,47,0,0,0,0
2013-11-15,16,2,3,1,9,5,2,3,3,7,1,1,2,3,1,4,2,0,2,1,5,7,0,2,0,0,1,4,1,5,4,1,33,20,19,26,7,19,26,25,44,27,19,32,18,20,18,9,48,56,26,26,35,44,27,32,18,35,98,20,24,16,39,29,36,55,0,0,0,0
2013-11-16,2,4,1,2,1,4,4,1,1,2,0,1,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,5,5,4,1,20,3,11,9,14,9,6,10,44,10,13,9,8,14,1,3,29,23,4,7,13,9,16,16,7,8,26,15,9,19,10,2,23,11,0,0,0,0
2013-11-17,1,0,1,0,2,1,2,0,2,0,1,2,0,3,0,0,0,0,0,0,0,3,0,1,0,0,9,4,5,5,3,1,15,2,5,3,4,3,9,8,29,5,19,3,4,8,6,3,32,21,4,5,13,17,12,7,10,4,22,8,8,22,11,6,24,11,0,0,0,0
2013-11-18,10,0,6,2,2,2,4,1,4,0,3,2,1,2,1,3,1,1,0,4,7,8,0,2,0,0,2,1,0,0,1,1,34,14,15,18,20,18,15,28,37,22,22,47,23,24,7,13,36,43,12,30,34,42,20,27,20,66,78,14,23,15,36,34,43,8,0,0,0,0
2013-11-19,13,0,6,2,4,4,2,2,4,3,3,1,1,1,0,1,1,1,0,2,5,6,1,0,0,0,0,2,2,1,4,2,19,18,11,16,13,10,16,25,25,21,14,29,13,13,2,11,23,33,14,22,21,35,8,20,18,30,76,5,13,12,24,14,28,25,0,0,0,0
2013-11-20,14,0,6,2,2,3,3,3,1,1,3,1,0,1,0,1,0,1,0,4,8,7,1,2,0,0,1,3,0,3,1,1,9,6,9,7,11,7,10,14,24,12,14,24,9,8,3,7,26,18,15,14,22,25,15,14,16,30,72,10,20,9,17,5,20,28,0,0,0,0
2013-11-21,15,0,6,3,5,7,4,5,2,6,1,3,6,4,1,2,0,1,0,0,7,9,1,3,0,0,2,2,1,4,2,2,42,18,25,24,15,20,17,30,46,20,16,42,23,19,2,11,41,44,22,27,38,42,20,22,21,48,109,11,17,21,32,24,34,58,0,0,0,0
2013-11-22,12,0,6,4,6,2,3,4,4,5,3,1,1,1,0,1,1,0,1,2,4,8,0,2,0,0,0,3,1,3,1,0,22,16,24,20,8,19,28,19,38,25,25,36,12,18,6,10,34,49,19,25,30,32,24,31,23,46,88,10,20,17,29,22,35,50,0,0,0,0
2013-11-23,3,10,2,0,11,1,8,7,1,1,1,1,8,4,0,1,0,0,0,0,3,0,2,0,0,0,0,1,4,0,1,1,19,6,10,6,8,9,16,6,45,9,13,5,8,8,9,4,59,22,3,7,6,12,10,9,5,8,25,15,24,15,14,2,26,15,0,0,0,0
2013-11-24,3,11,4,0,3,4,4,4,0,2,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,15,3,7,2,8,4,8,10,22,10,7,3,0,6,1,5,22,11,2,2,9,9,6,14,14,12,18,10,16,10,10,0,19,9,0,0,0,0
2013-11-25,10,0,7,3,4,3,6,4,3,7,2,2,1,6,0,2,1,1,0,3,6,8,2,2,0,0,0,4,4,1,4,0,38,17,16,22,9,18,12,22,33,20,20,37,19,19,9,15,36,42,24,20,37,45,24,35,13,45,101,10,18,13,32,22,31,50,0,0,0,0
2013-11-26,18,0,8,5,3,7,3,3,3,5,3,2,0,4,1,2,0,1,0,3,11,10,4,2,0,0,2,4,2,1,3,1,35,20,17,19,13,22,18,22,43,19,13,34,22,20,3,10,47,32,15,27,32,40,18,19,11,64,78,9,24,11,39,24,31,41,0,0,0,0
2013-11-27,11,2,4,2,6,3,3,4,4,3,0,3,8,3,0,1,1,1,0,1,3,11,0,2,0,0,1,2,2,0,2,0,23,10,13,14,11,15,11,16,31,13,18,22,16,9,3,8,23,29,7,25,29,19,19,12,20,24,63,12,16,11,28,14,24,30,0,0,0,0
2013-11-28,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,3,2,4,1,0,12,12,6,0,8,5,2,8,10,7,8,1,2,4,3,2,44,16,7,3,5,4,4,3,5,2,11,8,1,7,4,2,25,3,0,0,0,0
2013-11-29,1,3,1,0,3,4,0,4,1,0,0,0,4,2,0,0,0,3,0,0,4,1,0,0,0,0,2,0,2,2,0,0,13,16,4,4,8,7,5,13,13,6,10,5,8,19,1,5,33,14,8,6,5,9,6,12,17,3,16,12,5,13,12,5,19,9,0,0,0,0
2013-11-30,3,2,1,0,5,5,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,3,1,1,0,0,2,2,2,1,1,0,8,4,6,1,4,9,6,6,23,3,13,3,12,8,3,5,26,10,3,8,6,7,10,5,13,1,6,12,3,7,11,1,19,10,0,0,0,0
